uuid,distance,rssi
d6:fb:b2:5e:83:c5,10,-88
d6:fb:b2:5e:83:c5,10,-89
d6:fb:b2:5e:83:c5,10,-104
d6:fb:b2:5e:83:c5,10,-100
d6:fb:b2:5e:83:c5,10,-99
d6:fb:b2:5e:83:c5,10,-103
d6:fb:b2:5e:83:c5,10,-87
d6:fb:b2:5e:83:c5,10,-96
d6:fb:b2:5e:83:c5,10,-98
d6:fb:b2:5e:83:c5,10,-97
d6:fb:b2:5e:83:c5,10,-98
d6:fb:b2:5e:83:c5,10,-97
d6:fb:b2:5e:83:c5,10,-87
d6:fb:b2:5e:83:c5,10,-98
d6:fb:b2:5e:83:c5,10,-98
d6:fb:b2:5e:83:c5,10,-97
d6:fb:b2:5e:83:c5,10,-101
d6:fb:b2:5e:83:c5,10,-99
d6:fb:b2:5e:83:c5,10,-86
d6:fb:b2:5e:83:c5,10,-87
d6:fb:b2:5e:83:c5,10,-98
d6:fb:b2:5e:83:c5,10,-98
d6:fb:b2:5e:83:c5,10,-91
d6:fb:b2:5e:83:c5,10,-89
d6:fb:b2:5e:83:c5,10,-100
d6:fb:b2:5e:83:c5,10,-100
d6:fb:b2:5e:83:c5,10,-100
d6:fb:b2:5e:83:c5,10,-80
d6:fb:b2:5e:83:c5,10,-96
d6:fb:b2:5e:83:c5,10,-98
d6:fb:b2:5e:83:c5,10,-97
d6:fb:b2:5e:83:c5,10,-98
d6:fb:b2:5e:83:c5,10,-96
d6:fb:b2:5e:83:c5,10,-101
d6:fb:b2:5e:83:c5,10,-101
d6:fb:b2:5e:83:c5,10,-98
d6:fb:b2:5e:83:c5,10,-100
d6:fb:b2:5e:83:c5,10,-102
d6:fb:b2:5e:83:c5,10,-98
d6:fb:b2:5e:83:c5,10,-102
d6:fb:b2:5e:83:c5,10,-97
d6:fb:b2:5e:83:c5,10,-88
d6:fb:b2:5e:83:c5,10,-100
d6:fb:b2:5e:83:c5,10,-98
d6:fb:b2:5e:83:c5,10,-91
d6:fb:b2:5e:83:c5,10,-97
d6:fb:b2:5e:83:c5,10,-96
d6:fb:b2:5e:83:c5,10,-103
d6:fb:b2:5e:83:c5,10,-98
d6:fb:b2:5e:83:c5,10,-99
d6:fb:b2:5e:83:c5,10,-101
d6:fb:b2:5e:83:c5,10,-102
d6:fb:b2:5e:83:c5,10,-100
d6:fb:b2:5e:83:c5,10,-99
d6:fb:b2:5e:83:c5,10,-101
d6:fb:b2:5e:83:c5,10,-101
d6:fb:b2:5e:83:c5,10,-88
d6:fb:b2:5e:83:c5,10,-86
d6:fb:b2:5e:83:c5,10,-101
d6:fb:b2:5e:83:c5,10,-99
d6:fb:b2:5e:83:c5,10,-97
d6:fb:b2:5e:83:c5,10,-88
d6:fb:b2:5e:83:c5,10,-88
d6:fb:b2:5e:83:c5,10,-98
d6:fb:b2:5e:83:c5,10,-98
d6:fb:b2:5e:83:c5,10,-99
d6:fb:b2:5e:83:c5,10,-86
d6:fb:b2:5e:83:c5,10,-97
d6:fb:b2:5e:83:c5,10,-85
d6:fb:b2:5e:83:c5,10,-98
d6:fb:b2:5e:83:c5,10,-90
d6:fb:b2:5e:83:c5,10,-100
d6:fb:b2:5e:83:c5,10,-87
d6:fb:b2:5e:83:c5,10,-98
d6:fb:b2:5e:83:c5,10,-102
d6:fb:b2:5e:83:c5,10,-92
d6:fb:b2:5e:83:c5,10,-98
d6:fb:b2:5e:83:c5,10,-101
d6:fb:b2:5e:83:c5,10,-97
d6:fb:b2:5e:83:c5,10,-89
d6:fb:b2:5e:83:c5,10,-89
d6:fb:b2:5e:83:c5,10,-99
d6:fb:b2:5e:83:c5,10,-99
d6:fb:b2:5e:83:c5,10,-99
d6:fb:b2:5e:83:c5,10,-89
d6:fb:b2:5e:83:c5,10,-96
d6:fb:b2:5e:83:c5,10,-99
d6:fb:b2:5e:83:c5,10,-99
d6:fb:b2:5e:83:c5,10,-85
d6:fb:b2:5e:83:c5,10,-98
d6:fb:b2:5e:83:c5,10,-86
d6:fb:b2:5e:83:c5,10,-99
d6:fb:b2:5e:83:c5,10,-100
d6:fb:b2:5e:83:c5,10,-99
d6:fb:b2:5e:83:c5,10,-87
d6:fb:b2:5e:83:c5,10,-88
d6:fb:b2:5e:83:c5,10,-100
d6:fb:b2:5e:83:c5,10,-100
d6:fb:b2:5e:83:c5,10,-89
